,feature,amplitude,percent_beyond_1_std,maximum,max_slope,median,median_absolute_deviation,percent_close_to_median,minimum,skew,std,period_fast,weighted_average,object_id,target,tflux_u,tflux_g,tflux_r,tflux_i,tflux_z,ra,decl,ddf_bool,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,true_target,true_submodel,true_z,true_distmod,true_lensdmu,true_vpec,true_rv,true_av,true_peakmjd,libid_cadence,tflux_u-g,tflux_g-r,tflux_r-i,tflux_i-z
310,0,1808.781372,0.2492836676217765,1279.403564,230480.25262747568,179.135284,167.651225,0.6303724928366762,-2338.15918,-1.6567304747227811,648.2715606123576,19.01648445201178,221.78485740025909,187120.0,16.0,7388.7,82078.0,95587.5,73226.7,48332.5,51.6797,-27.4476,1,0.0,0.0,0.0,-9.0,0.01,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,102,-74689.3,-13509.5,22360.800000000003,24894.199999999997
311,0,233.7691995,0.0714285714285714,83.940407,14194.070912725369,-1.251249,4.0062635,0.9371428571428572,-383.597992,-5.442490664255738,48.95055539056187,4.985667128726815,-5.8738655091899865,187511.0,16.0,170.4,2849.5,4419.4,4042.8,2974.0,52.5586,-27.2796,1,0.0,0.0,0.0,-9.0,0.008,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,53,-2679.1,-1569.8999999999996,376.59999999999945,1068.8000000000002
312,0,153.8553235,0.2470588235294117,199.05072,17250.469719736597,3.159888,19.97639,0.6313725490196078,-108.659927,0.7647573549766683,44.10373284297745,7.336731049875469,-0.766754013457926,188157.0,16.0,160.9,2575.7,3879.3,3484.5,2537.4,150.293,2.6867,1,0.0,0.0,0.0,-9.0,0.016,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,59,-2414.7999999999997,-1303.6000000000004,394.8000000000002,947.0999999999999
313,0,478.007803,0.1686274509803921,923.208069,36926.57471517832,1.375205,2.847737,0.8235294117647058,-32.807537,3.196929886717473,153.10686631322056,469.5910989010952,26.058915823805894,188513.0,90.0,0.0,0.0,0.0,0.0,0.0,151.1719,2.5374,1,0.18,0.156,0.016,39.366,0.024,90,1,0.182,39.729,-0.002,37.2,0.0,0.0,60345.039,29,0.0,0.0,0.0,0.0
314,0,140.663143,0.1704545454545454,126.623222,5457.531816812125,11.788862,13.723239,0.7926136363636364,-154.703064,-0.6576810188476115,32.33921827371676,25.02263172966784,7.59856535866858,188831.0,16.0,731.9,12069.7,18525.9,16833.1,12337.0,349.6154,-63.636,1,0.0,0.0,0.0,-9.0,0.018,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,81,-11337.800000000001,-6456.200000000001,1692.800000000003,4496.0999999999985
315,0,6268.608764500001,0.5058823529411764,10722.052734,551486.5590185637,320.254883,1335.849732,0.4823529411764706,-1815.164795,1.0807303422365797,2936.2700143903826,59.2359162739114,-46.40726302691103,189532.0,92.0,1680.9,10550.2,13579.3,14426.5,14254.0,151.3477,4.1815,1,0.0,0.0,0.0,-9.0,0.016,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,25,-8869.300000000001,-3029.0999999999985,-847.2000000000007,172.5
316,0,406.653578,0.0181818181818181,755.893616,73327.64549699047,-48.9158135,4.760111000000002,0.993939393939394,-57.41354,16.987350419109262,45.10273643838007,14.757094711372204,-49.71869677281747,190040.0,65.0,49.3,119.8,287.6,1208.8,2580.9,32.8711,-4.7802,1,0.0,0.0,0.0,-9.0,0.017,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,31,-70.5,-167.8,-921.1999999999999,-1372.1000000000001
317,0,52.401359500000005,0.5498575498575499,96.612862,13082.974432705443,32.137878,21.318295,0.3276353276353276,-8.189857,0.1400951130269843,21.42581126371075,487.8320000000032,28.13448740107668,190102.0,88.0,22.1,23.3,25.9,30.9,43.2,358.6653,-45.784,1,0.403,0.418,0.019,41.797,0.009,88,1,0.402,41.698,0.0,0.0,0.0,0.0,59570.0,129,-1.1999999999999993,-2.599999999999998,-5.0,-12.300000000000004
318,0,41.358928,0.4261363636363636,30.789839,2096.688735994105,-9.721977,15.6092995,0.2926136363636363,-51.928017,-0.1847242795576314,17.385856685662212,610.1887569832406,-10.525735548836844,191334.0,88.0,96.4,121.9,127.3,130.4,164.2,351.3,-62.3204,1,0.763,0.77,0.033,43.402,0.018,88,1,0.762,43.375,0.0,0.0,0.0,0.0,59570.0,32,-25.5,-5.3999999999999915,-3.1000000000000085,-33.79999999999998
319,0,76.8861505,0.1306818181818181,137.744431,14531.307269080302,1.1916685,2.4539665,0.8522727272727273,-16.02787,3.530847709271055,20.47539372056603,327.5076086956525,6.729074129374569,192104.0,90.0,0.0,0.0,0.0,0.0,0.0,348.9084,-63.8237,1,0.25,0.275,1.164,40.74,0.018,90,1,0.25,40.503,-0.006,-157.8,0.0,0.0,59705.047,95,0.0,0.0,0.0,0.0
320,0,48.010273,0.3333333333333333,39.405884,2133.3115594120186,0.366129,11.902824,0.4078431372549019,-56.614662,-0.500593849580341,17.353668368843636,1068.3197499999917,-3.1913585091459407,192492.0,88.0,190.9,223.0,208.5,252.2,260.1,149.4141,1.9401,1,0.582,0.566,0.01,42.586,0.018,88,1,0.584,42.665,0.0,0.0,0.0,0.0,59570.0,15,-32.099999999999994,14.5,-43.69999999999999,-7.900000000000034
321,0,182.589219,0.3254901960784314,344.14093,10573.510641106432,54.468124,42.761251,0.403921568627451,-21.037508,1.1597824468158136,78.61032687321085,248.59098312972472,63.42709382031557,193712.0,88.0,190.2,192.5,240.7,280.8,458.4,149.2383,3.8824,1,0.3,0.258,0.021,40.582,0.033,88,1,0.302,40.967,0.0,0.0,0.0,0.0,59570.0,73,-2.3000000000000114,-48.19999999999999,-40.10000000000002,-177.59999999999997
322,0,112.824653,0.1082621082621082,216.749481,13930.014861544523,1.724602,2.436062,0.8746438746438746,-8.899825,2.7451731676172515,43.85356512139121,406.52666666666937,15.826455254317375,194500.0,42.0,0.0,0.0,0.0,0.0,0.0,0.5745,-45.9811,1,0.187,0.27,0.345,40.694,0.006,42,1,0.186,39.787,-0.001,103.6,0.0,0.0,59868.012,130,0.0,0.0,0.0,0.0
323,0,69.54010600000001,0.4828571428571429,100.53727,2137.006545725943,53.9304845,26.036468500000005,0.2857142857142857,-38.542942,-0.4097160527676625,45.86226204579835,986.9997674418576,26.3158711964434,194786.0,88.0,165.9,184.5,227.8,225.1,222.6,51.3281,-27.7844,1,1.095,1.089,0.162,44.328,0.013,88,1,1.094,44.342,0.0,0.0,0.0,0.0,59570.0,123,-18.599999999999994,-43.30000000000001,2.700000000000017,2.5
324,0,1784.5938110000002,0.5085714285714286,2275.246582,111453.61648868324,201.258217,693.2876585,0.3028571428571429,-1293.94104,0.3569808723010215,884.7355207076652,4.898148810691644,75.92221249972634,196122.0,92.0,1183.5,6977.8,8478.5,8585.7,8283.4,51.6797,-27.4476,1,0.0,0.0,0.0,-9.0,0.01,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,102,-5794.3,-1500.6999999999998,-107.20000000000073,302.3000000000011
325,0,164.899952,0.1215686274509803,91.625511,24792.711007834117,33.793114,30.019272,0.5686274509803921,-238.174393,-1.766494933816881,71.243277929081,9.547093386952564,12.339133882826678,197299.0,16.0,46.5,713.4,1036.6,909.1,653.1,148.7109,2.8361,1,0.0,0.0,0.0,-9.0,0.031,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,111,-666.9,-323.19999999999993,127.49999999999989,256.0
326,0,105.704357,0.2556818181818182,-4.583199,3367.175000427627,-74.339859,22.326086000000004,0.4659090909090909,-215.991913,-0.9019840388810004,40.01395568435304,268.69320418204205,-82.18661030825044,197475.0,88.0,707.4,804.0,933.7,892.2,980.5,351.9536,-62.1322,1,0.974,1.094,0.236,44.341,0.019,88,1,0.973,44.029,0.0,0.0,0.0,0.0,59570.0,128,-96.60000000000002,-129.70000000000005,41.5,-88.29999999999995
327,0,150.40876350000002,0.2392156862745098,180.680099,7397.255127239187,2.566565,22.627662,0.6313725490196078,-120.137428,0.0337325696873598,48.94310398381602,566.7478779840804,-3.780953927205979,197585.0,16.0,161.4,2583.9,3887.5,3490.5,2543.2,149.5898,3.5833,1,0.0,0.0,0.0,-9.0,0.024,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,74,-2422.5,-1303.6,397.0,947.3000000000002
328,0,155.3481895,0.18,293.319641,21147.48709285652,0.8380725,2.07867,0.7914285714285715,-17.376738,2.270611143004632,67.19028957878558,438.4399793388417,14.479814976921157,197650.0,62.0,0.0,0.0,0.0,0.0,0.0,53.2617,-27.6159,1,0.12,0.101,0.019,38.343,0.006,62,2,0.121,38.755,0.001,-87.8,3.1,0.125,60582.703,42,0.0,0.0,0.0,0.0
329,0,67.697769,0.2079772079772079,68.799873,12171.419821304928,0.920059,1.942181,0.8376068376068376,-66.595665,1.4204237770743071,12.577378635552243,315.2533234859696,4.1486646714200095,197727.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0975,-45.784,1,0.243,0.354,0.206,41.375,0.011,52,1,0.241,40.411,-0.004,195.4,0.0,0.0,59711.316,24,0.0,0.0,0.0,0.0
330,0,17041.0066005,0.14,34063.859375,2151499.7951396466,2.225358,5.580634999999999,0.94,-18.153826,5.556443043482224,4501.221252019407,725.4870085470063,49.47938219926989,198103.0,6.0,796.4,4284.8,7870.7,9521.2,10291.0,52.9102,-27.2796,1,0.0,0.0,0.0,-9.0,0.007,6,1,0.0,0.0,0.0,0.0,0.0,0.0,60191.125,76,-3488.4,-3585.8999999999996,-1650.500000000001,-769.7999999999993
331,0,230.666779,0.2942857142857142,211.395081,11339.21459861076,4.9323605,48.5731585,0.4857142857142857,-249.938477,-0.0753092305124098,93.57182796084632,5.809139188874729,11.756324962309346,198133.0,16.0,191.1,2403.7,3057.8,2474.8,1688.6,53.4375,-29.1422,1,0.0,0.0,0.0,-9.0,0.008,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,71,-2212.6,-654.1000000000004,583.0,786.2000000000003
332,0,4352.67041,0.5227272727272727,4844.451172,359257.94118580525,-597.9960325,887.0322265,0.4914772727272727,-3860.889648,0.6799289093763773,1536.8207872877588,6.941785436229889,-390.40292186256414,198208.0,92.0,1118.4,7477.0,7188.7,6334.2,5820.7,349.2857,-62.8847,1,0.0,0.0,0.0,-9.0,0.018,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,100,-6358.6,288.3000000000002,854.5,513.5
333,0,3722.721802,0.5085227272727273,6179.652344,310886.744588927,1200.6021730000002,1453.3609315,0.2414772727272727,-1265.79126,0.4551902218874724,1910.4953895738447,37.86904307879002,429.261936065371,198690.0,92.0,2074.5,13200.3,16226.8,16846.8,16406.5,348.9084,-63.8237,1,0.0,0.0,0.0,-9.0,0.018,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,95,-11125.8,-3026.5,-620.0,440.2999999999993
334,0,42.5350965,0.1057142857142857,73.394043,2342.589998625668,-3.5798715,1.299875,0.9571428571428572,-11.67615,7.331117986913176,5.92535932121526,6.282342056960135,-3.1183773183108463,199112.0,65.0,4.7,15.3,42.6,194.1,419.5,53.6133,-28.631,1,0.0,0.0,0.0,-9.0,0.006,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,115,-10.600000000000001,-27.3,-151.5,-225.4
335,0,140.854271,0.2285714285714285,271.443939,10616.776490841969,1.005281,2.2862575,0.7514285714285714,-10.264603,1.8311178270017272,45.015591085529366,479.5592090395467,16.854265480555135,200034.0,42.0,0.0,0.0,0.0,0.0,0.0,53.9648,-28.631,1,0.171,0.171,0.025,39.583,0.009,42,2,0.172,39.59,-0.01,116.9,0.0,0.0,60581.227,121,0.0,0.0,0.0,0.0
336,0,60.11143,0.1787878787878788,101.987068,6788.015397253097,1.99299,3.612079,0.7909090909090909,-18.235792,1.7886421462910644,26.53682035854488,430.7999495459111,13.205082001223536,200061.0,42.0,0.0,0.0,0.0,0.0,0.0,33.75,-4.6305,1,0.273,0.555,0.133,42.534,0.019,42,1,0.271,40.709,-0.008,228.3,0.0,0.0,59878.578,28,0.0,0.0,0.0,0.0
337,0,231.829262,0.2840909090909091,175.733658,9438.208957913364,-11.7856465,58.359775500000005,0.4517045454545454,-287.924866,-0.2905686211188416,93.14923214345852,12.354933261693356,-24.43594883134293,200949.0,16.0,193.6,2430.5,3088.2,2496.4,1704.3,347.8467,-64.7609,1,0.0,0.0,0.0,-9.0,0.019,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,20,-2236.9,-657.6999999999998,591.7999999999997,792.1000000000001
338,0,143.915653,0.1771428571428571,279.040039,18737.47635893376,0.819076,2.2140825,0.8142857142857143,-8.791267,2.727143286123916,55.08942385682337,321.52265151515064,10.477445716023942,201908.0,62.0,0.0,0.0,0.0,0.0,0.0,51.6797,-27.4476,1,0.29,0.299,0.008,40.947,0.01,62,2,0.289,40.865,-0.02,41.5,3.1,0.434,59820.137,102,0.0,0.0,0.0,0.0
339,0,6309.3984375,0.5393939393939394,9124.015625,677719.8874880668,-247.384964,1412.3826445,0.4454545454545454,-3494.78125,1.0101924731552376,2384.7700006407767,5.807603623947408,-154.04332660066933,202654.0,92.0,2335.8,14677.1,17032.7,17045.7,16406.0,32.8711,-4.7802,1,0.0,0.0,0.0,-9.0,0.017,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,31,-12341.3,-2355.6000000000004,-13.0,639.7000000000007
340,0,151.996998,0.1988636363636363,269.867096,17374.22155408109,1.077518,2.628091,0.7585227272727273,-34.1269,1.985636346937797,63.69394044537265,439.5323440643867,17.83574446746462,203758.0,42.0,0.0,0.0,0.0,0.0,0.0,349.2857,-62.8847,1,0.141,2.658,1.143,46.709,0.018,42,2,0.141,39.118,-0.002,-293.8,0.0,0.0,60479.773,100,0.0,0.0,0.0,0.0
341,0,88.988739,0.1107954545454545,166.626114,16812.289346429916,1.507809,2.842898,0.8806818181818182,-11.351364,4.092984492507,21.48404732088108,331.2321076573165,6.96111589579945,204989.0,90.0,0.0,0.0,0.0,0.0,0.0,352.3987,-62.6967,1,0.237,2.583,1.269,46.634,0.02,90,1,0.236,40.361,-0.001,-78.2,0.0,0.0,59717.191,131,0.0,0.0,0.0,0.0
342,0,82.0915085,0.1139601139601139,29.415302,11621.913575100916,-1.492535,9.556452,0.7065527065527065,-134.767715,-2.599523841805288,26.964641469468265,8.398484997540638,-7.653414953115976,205293.0,16.0,394.6,4284.6,4907.8,3720.0,2440.0,359.4467,-44.2015,1,0.0,0.0,0.0,-9.0,0.01,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,13,-3890.0000000000005,-623.1999999999998,1187.8000000000002,1280.0
343,0,170.56735200000003,0.0784313725490196,46.243774,41241.09041822991,19.742558,13.878507,0.9176470588235294,-294.89093,-4.114658401339025,45.3090439961784,14.166348417039512,15.92664445780014,205459.0,16.0,191.9,1527.5,1400.7,930.7,564.6,149.5898,3.5833,1,0.0,0.0,0.0,-9.0,0.024,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,74,-1335.6,126.79999999999995,470.0,366.1
344,0,1467.1201784999998,0.5397727272727273,1342.117798,29107.86395517191,386.0695495,446.495575,0.3295454545454545,-1592.122559,-0.479107724945275,638.6400580238605,960.2091208791214,162.19121269096723,206141.0,88.0,6655.6,8264.7,8275.3,10444.8,11290.9,352.7113,-63.8237,1,0.562,0.555,0.012,42.536,0.024,88,1,0.561,42.564,0.0,0.0,0.0,0.0,59570.0,1,-1609.1000000000004,-10.599999999998545,-2169.5,-846.1000000000004
345,0,113.620384,0.1057142857142857,214.898758,9896.44302998431,1.091252,2.392878,0.8685714285714285,-12.34201,3.904465960068065,30.143508442606667,322.74517110266066,8.820108114226128,206547.0,52.0,0.0,0.0,0.0,0.0,0.0,51.3281,-27.7844,1,0.121,0.146,0.014,39.207,0.013,52,1,0.122,38.768,-0.001,-314.9,0.0,0.0,59818.672,123,0.0,0.0,0.0,0.0
346,0,99.44685,0.2901960784313726,85.269547,13821.75600436746,-3.277195,26.526812,0.4235294117647059,-113.624153,-0.0684174524852632,40.813233123648125,14.626502601314238,-3.729446839390704,206766.0,16.0,95.0,1294.1,1736.4,1449.1,1008.6,152.0508,3.2844,1,0.0,0.0,0.0,-9.0,0.019,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,94,-1199.1,-442.3000000000002,287.3000000000002,440.4999999999999
347,0,127.38864,0.1878787878787878,242.836609,16436.23551667311,0.7398775,2.2639265,0.793939393939394,-11.940671,2.1849553040783314,55.91052264634298,445.1749217935328,16.237678748916956,207496.0,42.0,0.0,0.0,0.0,0.0,0.0,35.6836,-5.3794,1,0.234,0.254,0.165,40.545,0.02,42,1,0.23,40.302,-0.008,396.6,0.0,0.0,60515.336,47,0.0,0.0,0.0,0.0
348,0,137.36358449999997,0.1151515151515151,264.453766,12527.250513774055,1.361039,2.523423,0.8484848484848485,-10.273403,3.4696117029160862,39.36023901294277,296.474131944443,12.08718046487474,207549.0,90.0,0.0,0.0,0.0,0.0,0.0,34.4531,-5.2295,1,0.29,0.619,0.34,42.821,0.019,90,1,0.289,40.868,0.002,163.7,0.0,0.0,59840.566,124,0.0,0.0,0.0,0.0
349,0,217.4756105,0.1450980392156863,423.565491,20836.919481408266,1.221771,3.221265,0.8117647058823529,-11.38573,2.866863338685055,84.17908673340148,436.048877551017,18.85194367175399,207745.0,90.0,0.0,0.0,0.0,0.0,0.0,150.1172,2.8361,1,0.21,0.204,0.012,40.007,0.016,90,1,0.211,40.083,-0.002,-193.9,0.0,0.0,60330.695,106,0.0,0.0,0.0,0.0
350,0,155.323686,0.3878787878787879,283.051697,2887.228898783453,57.4616145,35.072443,0.4393939393939394,-27.595675,0.6778737923013789,80.98722634678113,548.7438946015398,80.30030618517684,209630.0,88.0,924.1,1021.1,1250.0,1236.8,1204.4,32.6953,-4.9299,1,1.114,1.108,0.018,44.377,0.018,88,1,1.113,44.389,0.0,0.0,0.0,0.0,59570.0,4,-97.0,-228.89999999999998,13.200000000000045,32.399999999999864
351,0,36.0706805,0.3789173789173789,9.749023,5065.217893381639,-23.379604,8.239435,0.4558404558404558,-62.392338,0.2384372653994249,12.899616416745888,582.3369713506178,-21.519099887052413,209911.0,88.0,159.9,171.9,212.9,218.1,208.7,358.6481,-46.3751,1,1.219,1.212,0.019,44.617,0.009,88,1,1.217,44.63,0.0,0.0,0.0,0.0,59570.0,117,-12.0,-41.0,-5.199999999999989,9.400000000000006
352,0,48.433561,0.4156862745098039,45.811382,7146.25814511525,-16.944515,7.731918999999999,0.5803921568627451,-51.05574,-0.1094931142637271,14.581648746454045,1068.3197499999917,-22.741720960845416,211120.0,88.0,124.6,144.1,161.3,192.6,192.5,150.293,2.6867,1,1.571,1.454,0.081,45.106,0.016,88,1,1.574,45.315,0.0,0.0,0.0,0.0,59570.0,59,-19.5,-17.200000000000017,-31.299999999999983,0.09999999999999432
353,0,88.514229,0.3636363636363636,100.062477,1827.27540605124,-1.2530485,31.122745,0.3323863636363636,-76.965981,0.2104926706976081,40.26334761009583,683.7169796557124,5.252219250078669,211290.0,88.0,734.9,872.4,999.2,973.1,1102.7,351.3214,-64.1987,1,0.946,0.964,0.199,44.001,0.023,88,1,0.945,43.949,0.0,0.0,0.0,0.0,59570.0,68,-137.5,-126.80000000000007,26.100000000000023,-129.60000000000002
354,0,548.9567030000001,0.0392156862745098,1032.135864,41491.72326513167,-8.040333,1.9971210000000008,0.9803921568627452,-65.777542,8.960153106254388,89.26803286588502,7.759722171781312,-5.542129645158675,211677.0,65.0,15.3,73.3,230.4,1105.4,2410.2,148.8867,2.6867,1,0.0,0.0,0.0,-9.0,0.028,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,33,-58.0,-157.10000000000002,-875.0000000000001,-1304.7999999999997
355,0,31.648399500000004,0.21875,47.034519,3333.686752410087,1.537065,2.13291,0.7471590909090909,-16.26228,1.7059548643041549,9.164858977511225,735.513720538721,4.64620283526124,212064.0,42.0,0.0,0.0,0.0,0.0,0.0,349.2857,-62.8847,1,0.094,0.107,0.017,38.462,0.018,42,1,0.093,38.15,0.001,-130.0,0.0,0.0,59897.492,100,0.0,0.0,0.0,0.0
356,0,102.612723,0.1107954545454545,194.80069,17696.966229324767,1.142339,2.119934,0.8920454545454546,-10.424756,5.037464526187336,21.570263199396567,739.2472927241968,7.114584275300948,213698.0,90.0,0.0,0.0,0.0,0.0,0.0,347.8467,-64.7609,1,0.194,2.436,0.669,46.479,0.019,90,1,0.194,39.88,0.003,-338.3,0.0,0.0,60084.301,20,0.0,0.0,0.0,0.0
357,0,222.512667,0.1628571428571428,432.165466,18421.824021350643,1.3742455,2.355454,0.7942857142857143,-12.859868,3.049173050529772,77.56413212830513,458.8215135135122,18.63521899631077,213759.0,90.0,0.0,0.0,0.0,0.0,0.0,52.207,-28.631,1,0.247,0.269,0.105,40.688,0.009,90,1,0.246,40.468,0.001,378.4,0.0,0.0,60594.637,18,0.0,0.0,0.0,0.0
358,0,68.2851775,0.1142857142857142,124.554382,12303.80184666617,0.8326005,1.941732,0.8828571428571429,-12.015973,4.011021125843693,17.158024486756243,330.7949337490248,4.050017848729225,214668.0,90.0,0.0,0.0,0.0,0.0,0.0,53.7891,-27.7844,1,0.421,0.504,0.115,42.282,0.009,90,1,0.423,41.828,0.004,-197.7,0.0,0.0,59816.207,63,0.0,0.0,0.0,0.0
359,0,110.5519715,0.3504273504273504,161.19548,5034.504287305112,13.980044,25.592221,0.3988603988603988,-59.908463,0.758974840247962,38.15754197578195,403.83443708609536,22.66975069259262,215351.0,88.0,144.9,163.0,171.1,216.6,250.6,2.458,-45.3892,1,0.443,0.417,0.011,41.791,0.011,88,1,0.442,41.945,0.0,0.0,0.0,0.0,59570.0,46,-18.099999999999994,-8.099999999999994,-45.5,-34.0
360,0,84.6855505,0.5285714285714286,77.068718,3000.5513620327124,15.0064715,22.6054305,0.4228571428571429,-92.302383,-0.4691991496559269,39.50881445726728,1061.0247499999969,-1.6149664046709418,215930.0,88.0,141.8,158.0,163.9,206.4,236.9,52.9102,-27.2796,1,0.445,0.384,0.02,41.583,0.007,88,1,0.444,41.954,0.0,0.0,0.0,0.0,59570.0,76,-16.19999999999999,-5.900000000000006,-42.5,-30.5
361,0,62.0467225,0.1676136363636363,110.003967,10470.398448824442,0.9937635,2.2771695000000003,0.8039772727272727,-14.089478,2.359101410598464,25.691720372391263,436.0231037924156,6.876318375274684,217593.0,42.0,0.0,0.0,0.0,0.0,0.0,349.4295,-62.5086,1,0.194,0.181,0.02,39.719,0.02,42,2,0.195,39.895,-0.003,-181.7,0.0,0.0,60455.734,104,0.0,0.0,0.0,0.0
362,0,113.421959,0.0818181818181818,59.703949,8645.427100191131,25.1729935,18.902293,0.6363636363636364,-167.139969,-2.6670121266126112,33.095646354222865,24.86301030807745,19.03068086076226,218368.0,16.0,167.3,2804.3,4352.5,3984.6,2935.9,33.2227,-4.7802,1,0.0,0.0,0.0,-9.0,0.018,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,91,-2637.0,-1548.1999999999998,367.9000000000001,1048.6999999999998
363,0,130.454769,0.1142857142857142,240.966278,12744.12209778654,1.241415,2.5588855,0.8457142857142858,-19.94326,3.336267464722597,42.0642499355847,422.2984079601978,10.207282851503743,218627.0,90.0,0.0,0.0,0.0,0.0,0.0,53.0859,-27.1119,1,0.299,2.563,1.205,46.614,0.007,90,1,0.296,40.923,0.001,409.5,0.0,0.0,60573.777,30,0.0,0.0,0.0,0.0
364,0,509.6155015,0.1,1000.987061,47139.25050764982,1.3366185000000002,2.665227,0.906060606060606,-18.243942,3.383181553588888,195.35910604991045,747.675569176879,14.996592034005374,219820.0,42.0,0.0,0.0,0.0,0.0,0.0,33.5742,-4.7802,1,0.071,0.135,0.043,39.013,0.019,42,1,0.072,37.557,-0.0,-303.2,0.0,0.0,60269.477,44,0.0,0.0,0.0,0.0
365,0,1953.1476745,0.0757575757575757,357.9328,554265.6509497652,159.98634299999998,124.145838,0.9363636363636364,-3548.362549,-5.531277374324148,420.8124571380626,29.48361533149157,136.8313548912115,220685.0,16.0,2090.4,19681.8,20553.7,14802.4,9428.8,32.8711,-4.7802,1,0.0,0.0,0.0,-9.0,0.017,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,31,-17591.399999999998,-871.9000000000015,5751.300000000001,5373.6
366,0,18.6586115,0.3787878787878788,-20.936981,2279.189180600064,-48.781025,4.474065500000002,0.4121212121212121,-58.254204,0.8131649005568041,6.419490216012745,14.757604825607448,-50.09063508780843,222506.0,65.0,49.3,119.7,287.4,1207.6,2579.1,34.8047,-5.8292,1,0.0,0.0,0.0,-9.0,0.023,65,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,97,-70.4,-167.7,-920.1999999999999,-1371.5
367,0,23.905607,0.2285714285714285,37.671974,3951.873290938607,0.877672,2.019667,0.78,-10.13924,2.29977388048708,6.011364101895683,314.3777037037028,2.4618172257760644,223166.0,90.0,0.0,0.0,0.0,0.0,0.0,53.0859,-27.1119,1,0.212,2.642,0.862,46.693,0.007,90,1,0.21,40.078,-0.007,150.8,0.0,0.0,59765.832,30,0.0,0.0,0.0,0.0
368,0,71.5340495,0.1314285714285714,129.007187,9977.63289843546,1.146935,1.984913,0.8657142857142858,-14.060912,3.9760137235247015,16.969387001683167,328.4906346749217,4.368824484621187,223905.0,52.0,0.0,0.0,0.0,0.0,0.0,52.9102,-27.9532,1,0.281,0.275,0.058,40.74,0.007,52,1,0.28,40.782,0.006,157.6,0.0,0.0,59818.539,52,0.0,0.0,0.0,0.0
369,0,150.734825,0.2272727272727272,205.907501,7983.293374619784,3.4704225,21.894538,0.5994318181818182,-95.562149,1.0666033991124122,42.51450542679256,211.7766117304898,8.14670909306652,223940.0,16.0,159.4,2555.0,3852.5,3463.9,2523.5,348.5869,-64.5736,1,0.0,0.0,0.0,-9.0,0.018,16,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,132,-2395.6,-1297.5,388.5999999999999,940.4000000000001
370,0,672.497421,0.3647058823529411,973.334106,46712.28514889477,-27.392941,168.86055299999998,0.3490196078431372,-371.660736,0.8365592828251132,297.04711003353435,7.005145732926737,-6.510077871171404,224527.0,92.0,174.1,1126.4,1597.3,1779.0,1802.6,150.8203,3.7328,1,0.0,0.0,0.0,-9.0,0.016,92,1,0.0,0.0,0.0,0.0,0.0,0.0,59570.0,43,-952.3000000000001,-470.89999999999986,-181.70000000000005,-23.59999999999991
371,0,112.4275575,0.0696969696969697,216.969711,10676.352767115524,0.8584499999999999,2.205861,0.912121212121212,-7.885404,4.927657842706535,30.550975520124545,327.3947469325138,6.092874809259698,224596.0,90.0,0.0,0.0,0.0,0.0,0.0,32.8711,-4.7802,1,0.314,0.475,0.07,42.129,0.017,90,1,0.314,41.068,0.004,-106.2,0.0,0.0,59792.09,31,0.0,0.0,0.0,0.0
372,0,23.2405905,0.4,42.887432,1569.1482577656082,20.582674,7.031149999999999,0.3696969696969697,-3.593749,-0.2490536458340662,9.5035847057834,306.9178648454335,18.93182197617177,225416.0,88.0,129.1,145.0,152.2,190.3,194.4,33.5742,-4.7802,1,1.883,1.386,0.247,44.977,0.019,88,1,1.881,45.795,0.0,0.0,0.0,0.0,59570.0,44,-15.900000000000006,-7.199999999999989,-38.10000000000002,-4.099999999999994
